,textID,text,label,label_text
2112,3adfb85ae8,ah what a lovely day for a bike ride and cake making  *is rooting 4 those who are revising!* do your best! X,2,positive
4072,3662a807e1, you did not write back to me,1,neutral
13083,54b357fb47," watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, **** in 3d",2,positive
17187,aeb40d23ce,http://bit.ly/Wl9yL  i want to go here,1,neutral
9050,96b9af9a9b,forgot the montel quote  and it was a good one..,1,neutral
18870,8c69f84086,Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even,0,negative
1433,6cedd0a14a,i`m out...,1,neutral
2214,bc02870b7d,URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I`d removed space which messed up URL.  ^ES,0,negative
4024,68e13bfa2b,"Monday blues? Not today, not for me.",1,neutral
18976,51445d2d03,2moro is the end of my stay  to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol,1,neutral
15712,4860f705c1,this chipotle line is out the door! but I really want it!!,1,neutral
10327,b574334385,ugh ****! my usual babysitters graduation is on Wednesday and I just got a meeting request from my boss during her graduation,0,negative
18134,f530ffe449,Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores,1,neutral
8703,d6ed424192,Had fun early night Vegas because Pool tomorrow,2,positive
4290,d3237c8fb3,:   whatcha reading?,1,neutral
2512,5591081c25, That sucks about your prints. Sorry,0,negative
16361,c42982a22d,I saw amazing heeels. But they were too big,1,neutral
19987,01297393b5, oh gaha no of course i wasn`t offended why would i be?  i`d love to play for you some day,2,positive
18968,dd2b941fef,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I`m a stapler...",1,neutral
20311,e0d84ed819,my new picture won`t upload!!!,0,negative
2546,efc421a058,"Oh, as usual, I should warn my new followers that I tend to over-tweet during #canucks games. Apologies in advance.",0,negative
19265,f364919d1b,Did not feel like getting up,0,negative
20770,c23f5f977a,I am down  I need my snuggles but he is at work and he don`t like to snuggle  ironic huh...,1,neutral
11148,0a9487d568,"Had to come in, was baking out there and have slight headache now",0,negative
3589,ac7b11c254,Playing Monopoly Jr. with the lil one.. Cheating isn`t as much fun when the other person has absolutely no idea,1,neutral
2842,2319814485, he`s on zul`jin (i think that`s how you spell it) so i doubt they`ll ever meet,1,neutral
12425,dc368da630, STEPHEN KING FO SHO,1,neutral
20348,60ce7c4890, The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd,1,neutral
18641,2b0526e791,I`m being so whiny right now I`m annoying myself  i need to get some rest tonight after Movie Night kid-sitting,0,negative
14402,6d09b56028,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won`t give me any",2,positive
20093,2b37f61e33,"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !",1,neutral
4572,eab1c2c64e,  Congratulations...keep us posted on how things go!,2,positive
4871,a1ec115eb7,I gots a Pandora bracelet for my birthdaaaay,1,neutral
19613,1522043693,Is off to get some dinner,1,neutral
6607,acff183eac,sleep sounds good right about now,2,positive
2444,dee44438e4,"Umm after schooL , at subway w. My mom ; nothing to do planss are ruined",0,negative
6543,e07c4058ae,Wishing the rain would stay away for a while so that I can go to the pool,2,positive
1147,8edb4a9f28, yeah it was face2face  nite we went to palisades to see star trek. i can`t remember it. i said it while we were in the car,1,neutral
17603,dbf367564f,up way too early for a sunday.. watching old episodes of grey`s,1,neutral
17425,67a4d22602,Darts and lunch at Horse Brass... but no beer for me  http://bmap.us/2134,1,neutral
12932,a6c77ff610,Just watched 'Marley & Me.' Cute movie. Going to watch 'Twilight' soon!  Love it!,2,positive
21266,5c1b4196fb,_ that is not even a question. when/when is the question,1,neutral
21889,35e212c895,  anytime..  Why ya gonna be up so late?,1,neutral
2026,4e985e6393, aww  cant wait to have you back in LA! <333,2,positive
16373,a373925226,@ Ember with Dante... I have so much fun with him  can I smile any harder...,2,positive
11288,bddb042572,made this for you when i got home from wango tango http://bit.ly/1UjzQ    what a wonderful day.,2,positive
20166,5e039b158e,I dont get twitter  Someone help me!,1,neutral
8355,775fbb2863,time for work,1,neutral
9172,fe4e8393d5,is going to see the Hannah Montana movie!!...lol...what a dork huh?!,1,neutral
15497,f222af0812," Yup, 1987 lol. SWEET YEAR  haha",2,positive
5364,aaccbfe221,"Every time I pay off my library fine, I get a new one.  I`m a bad patron",0,negative
239,95e12b1cb1,  He`s awesome... Have you worked with him before? He`s a good friend.,2,positive
19220,8211cf3ba3, now that`s an imtetsting visual.,1,neutral
18869,5399fce682, my monday starts on friday  but @ least I only work 4 days a week (long days),1,neutral
5662,c58dce817e," mmm, athletic!!",1,neutral
19132,d4fdca51c7, Rude.,0,negative
9913,c35d7df032,Had a brill night out with the girls - met terry christian at tv21! He was really lovely. Home to berocca and toast,2,positive
20479,19014ef472,"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!",1,neutral
5304,88048c4a8c, join the club dougie i have a cold too  x,0,negative
6498,749b3d96cb,just got home from school and from the wake of my friend`s father.  so tired..,0,negative
9150,4589510b0b, Missed you last night hon,0,negative
2683,2ae6e00578,Going off BC is making me break out.,0,negative
715,6749fedff0," You said your getting McFlys live album 2morrow, whats it called?  ****",1,neutral
11149,fd5f0617ac, let be me your first,1,neutral
9748,9ddacf8dee," I just wanted to say, that you have the best screen name ever. That is all.",2,positive
17036,2a9f67da48,_cupcakes  sometimes plugging it into 240 can fix problems..,2,positive
18627,969c805318,Have to go to my old house and finish moving.,1,neutral
18433,02ba1f3e55,I`m going to miss the seniors so much!  Don`t goo!,0,negative
7536,c057dc3330," i spent the whole day shopping with Aiza.  i don`t really like shopping.  still, i had fun but my feet didn`t.",1,neutral
10049,ac052e4097," Sounds like fun... I think?! LOL! I naughty, should be ironing and watching NK **** on youtube instead! LMAO!",2,positive
1350,af9f69b072,My head hurts,0,negative
15004,263aec00e3,bored out of my mind,0,negative
19130,fc745845b8," Better than work, work, 10 minutes for lunch, work, work, work? Actually it might be. I don`t work very hard",1,neutral
3947,76f6934ef1,John at a college thing   staying home all weekend and hanging out with my momma. Sushi tonight <3,1,neutral
9345,7feba445e5,"Happy Mother`s Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.",2,positive
4740,b4458fd6a5,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.",1,neutral
9325,50f8337cdf,_654  it`s this damp weather...,0,negative
6826,198db23954,"Still @ hospital, unexpected complications",1,neutral
12291,c991df8cad,"_1999  ohh, that is so cute, fishing is so peaceful!  your daughter looks so focus in what she is doing",2,positive
15665,60e5d83b73,I am back from the best party ever,2,positive
18618,7b27e08bf1,  We forgive you and we have missed you!,1,neutral
13372,99b66c9ef9,"I have an awesome picture of happy pint, but it`s not sending",2,positive
19253,09b19e96f2, I had one of those in south Florida. Mowing around it could hurt,1,neutral
7445,12db5e8af2, LOL! Thanks for showing me `s site. I won`t tell hubby if you won`t.,1,neutral
17706,9784b9c375, sadly my corporate giant employer won`t let me get to that site...,0,negative
6753,a90a0f5c11, ps- are you a doctor or swine flu paranoid??,1,neutral
17246,a6fd34d3db,_Mean WHERE?,1,neutral
11913,c8448b06c5,why have 3 people stopped following me  is it something I said??,1,neutral
19266,5a62afb497,Bug in **** cod4 system link. My map pack isnt working,0,negative
1362,0152ce3177,Is sooooo tired... wants to crawl back into bed,0,negative
17802,aee14b9638,I was waitin` so many new and good songs about the end but I didnt like it so much,1,neutral
13531,4ab133ebad, well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,2,positive
16304,5c6f51a21a," Actually SoS won`t be here, VI will be accompanied by Gliss and Make Me. The day after Brandi Carlile, busy month gigwise",1,neutral
4487,ba5402b5ce,Ordered a new computer! Unfortunately it won`t get here until the end of June.,0,negative
2277,7941093526,Why does my boss have to come in today.....,0,negative
10868,c89510fc76,"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest.",2,positive
12758,7515fa3ca2,"how I wish my parents put me into a Chinese school when I was younger. Then, it`ll be so much easier for me to get a job...",0,negative
5975,c97d5e6367,_WSt the wheater here in Austria should be bad for the whole weekend. Sorry!,0,negative
1730,e999df98cc, They should add Dunkin Donuts to their menu too.,1,neutral
12196,f07a24898f,going out on thursdays is a terrible idea. i knew there was a reason i haven`t done it all quarter. *pops advil*,0,negative
16839,564abc387f," how fun!! I like the beach, but I tend to get really dark fast.",2,positive
3115,f39be25d60, I corrected myself,2,positive
9278,867e2ed06d,is up early to send someone off at the airport!  http://plurk.com/p/x2wsw,1,neutral
12767,b7142010a1,Check this video out -- Bylaurenluke ~ Make up Launch~ They are here available now   http://tinyurl.com/cudamo,1,neutral
8358,c12610cd25,sleeping in my own bed tonight... at home!!,1,neutral
16040,4ee95a4d85,A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M,1,neutral
12566,be5c162ed7,It`s too hot. I hate summer  #harrymcflytosing,0,negative
9841,13379d9ac6,second song is coming along nicley,2,positive
15908,2a1f0beef5, http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!!  It looks bad ****!!,0,negative
18845,d8b1ee3103, u have a lot  but the bad thing is we r gonna have finals all next week,1,neutral
7459,95c78f8b30, im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...),1,neutral
21084,644244cbc0," i had had a baked dinner yummy  cant wait for new short stack tv, what kind of dips shall it be?",1,neutral
10792,e536f13163, been there!  need somewhere NEW,1,neutral
2405,8a351a9ee7," You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",1,neutral
19356,237589b163,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,0,negative
5584,904008e438," Thanks, but the Elance course is not mine! It`s .",2,positive
3421,d3994c8a1b," Well let`s be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared.",2,positive
12578,852cd2b9c1," Pics? Ah, I`ll probably see you at work at some point... Hopefully b4 it grows out too much",2,positive
10206,dddef5ad8b,Trying to find a foreign place in a foreign town  i have being lost,0,negative
6095,e3a3580d50,dis **** usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite,1,neutral
10877,a0d28d3b79,"After being down for several hours, finally my site is back online. Silly DNS setting mistake",0,negative
5045,1ff50e3f2f,_meow YEAH U Better BE !!,1,neutral
18289,d29aacc63f,I don`t wanna work!,0,negative
14299,6a6483f0b1,i need monies.  school is expensive.,0,negative
11783,5ee1af15b2,how bad has life gotten where u  werecounting on the church50\50 raffle? the answer is real bad,0,negative
5743,df427afbf5,I miss  so much  I wish I had enough money to be with him again,0,negative
1530,3275252823,"Getting ready to meet Laura!  Than training, even if I`m sick.",1,neutral
9525,d153e50085,"__buckley Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",2,positive
14543,884536f22f,  Boo for being at work during #beatwittyparty but at least you`re still here!,1,neutral
7821,e21b33975c,Seems I brought a little Sikaflex caulk home with me... in my hair.,1,neutral
9272,4a42781a20,Blackout in the city is never good,0,negative
7676,1ca884fc2c,C-News wasn`t as bad as I expected... could have done better... but today we did a great show...,2,positive
15112,3dbae74fcd,"I want to go to VP, but no one is willing to come with me.",1,neutral
18152,a3da084834, must go to strawberry fields!!,1,neutral
18567,bd73a46f79,  oh man i wanna be in the bay asap! Thank you   Have a great day!,2,positive
4667,392c539fed,"niqhty niqht niqht .. all toqether, GREAT day  ;;  ily yall !!",2,positive
4068,f42a24eb42,"just paid $221/mo for a dedicated server . Would rather get a slice , but I using MS SQL",1,neutral
4345,61db7151b4, cant believe tila tequila was in ct and i didnt know... so upset,0,negative
4629,ec4d35d747,OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg,1,neutral
7033,bb6b6968a5,back on the twit. much hw`s to do... will post something interesting when i think of it,1,neutral
15214,87c1d622c2, Really? Bahaha. I love that you relate people to that. haha.,2,positive
17242,8e5b7978c3,why yes jeeves. bring me that noose there  TOO MANY ASSIGNMENTS!,0,negative
20214,160945b393, awwww i cried...makes me cry  i love joey!,1,neutral
